Category	Filtered keyword	Lvl 1	Lvl 2	Biofilm flag
DATA_env_broad_scale	temperate_woodland_biome [ENVO_01000221]	Terrestrial	Soil	
DATA_env_broad_scale	Teotihuacan: Project Plaza of the Columns Complex			
DATA_env_broad_scale	Terestrial	Terrestrial	Soil	
DATA_env_broad_scale	terrestial	Terrestrial	Soil	
DATA_env_broad_scale	terrestial biome	Terrestrial	Soil	
DATA_env_broad_scale	Terrestial biome [ENVO:00000446]	Terrestrial	Soil	
DATA_env_broad_scale	Terrestrial	Terrestrial	Soil	
DATA_env_broad_scale	terrestrial	Terrestrial	Soil	
DATA_env_broad_scale	Terrestrial Antarctica	Terrestrial	Soil	
DATA_env_broad_scale	terrestrial biome	Terrestrial	Soil	
DATA_env_broad_scale	Terrestrial biome	Terrestrial	Soil	
DATA_env_broad_scale	Terrestrial Biome	Terrestrial	Soil	
DATA_env_broad_scale	terrestrial biome (ENVO_00000446)	Terrestrial	Soil	
DATA_env_broad_scale	terrestrial biome [ENVO_00000446]	Terrestrial	Soil	
DATA_env_broad_scale	terrestrial biome [ENVO:00000446]	Terrestrial	Soil	
DATA_env_broad_scale	terrestrial biome [ENVO:00000446]| conifer woodland [ENVO:01000240]	Terrestrial	Soil	
DATA_env_broad_scale	terrestrial biome [ENVO:00000446]| temperate [ENVO:01000206]	Terrestrial	Soil	
DATA_env_broad_scale	terrestrial biome [ENVO:00000446]| woodland area [ENVO:00000109]	Terrestrial	Soil	
DATA_env_broad_scale	terrestrial biome [ENVO:00000446]|desert biome [ENVO:01000179]	Terrestrial	Soil	
DATA_env_broad_scale	terrestrial biome [ENVO:00000446]|scrubland area [ENVO:00000300]	Terrestrial	Soil	
DATA_env_broad_scale	terrestrial biome ENVO:00000446	Terrestrial	Soil	
DATA_env_broad_scale	terrestrial deep groundwater	Aquatic	Deep_subsurface	
DATA_env_broad_scale	terrestrial environmental zone	Terrestrial		
DATA_env_broad_scale	terrestrial freshwater aquatic	Aquatic	Freshwater	
DATA_env_broad_scale	terrestrial geothermal area	Aquatic	Thermal_springs	
DATA_env_broad_scale	terrestrial geothermal fumarole	Aquatic	Thermal_springs	
DATA_env_broad_scale	terrestrial subsurface	Aquatic	Deep_subsurface	
DATA_env_broad_scale	Terrestrial subsurface	Aquatic	Deep_subsurface	
DATA_env_broad_scale	Testudo_hermanni			
DATA_env_broad_scale	Thau lagoon seawater	Aquatic	Marine	
DATA_env_broad_scale	the Amazon River mouth	Aquatic	Freshwater	
DATA_env_broad_scale	The Great Amazon Reef System			
DATA_env_broad_scale	The Pampas			
DATA_env_broad_scale	the urinary tract			
DATA_env_broad_scale	thermokarst lake [ENVO:03000082]	Aquatic	Freshwater	
DATA_env_broad_scale	This is a filtered seawater sample	Aquatic	Marine	
DATA_env_broad_scale	Tick			
DATA_env_broad_scale	tidal flat	Aquatic	Marine	
DATA_env_broad_scale	Tide water	Aquatic	Marine	
DATA_env_broad_scale	Tomato leaf biome	Plants-associated		
DATA_env_broad_scale	tomato soil	Terrestrial	Soil	
DATA_env_broad_scale	top soil	Terrestrial	Soil	
DATA_env_broad_scale	Trachypithecus_delacouri			
DATA_env_broad_scale	Trachypithecus_hatinhensis			
DATA_env_broad_scale	Trades Biome			
DATA_env_broad_scale	transportation			
DATA_env_broad_scale	Trichosurus_vulpecula			
DATA_env_broad_scale	Tringa_glareola			
DATA_env_broad_scale	Tropical			
DATA_env_broad_scale	tropical			
DATA_env_broad_scale	tropical and subtropical coniferous forest biome			
DATA_env_broad_scale	tropical and subtropical moist broadleaf forest biome			
DATA_env_broad_scale	Tropical Biome			
DATA_env_broad_scale	tropical biome [ENVO_01001830]			
DATA_env_broad_scale	tropical broadleaf forest biome	Terrestrial	Soil	
DATA_env_broad_scale	tropical desert biome	Terrestrial	Soil	
DATA_env_broad_scale	Tropical dry or deciduous forests (including Monsoon forests) or woodlands	Terrestrial	Soil	
DATA_env_broad_scale	tropical forest	Terrestrial	Soil	
DATA_env_broad_scale	Tropical Forest Soil	Terrestrial	Soil	
DATA_env_broad_scale	Tropical grassland	Terrestrial	Soil	
DATA_env_broad_scale	Tropical humid forests	Terrestrial	Soil	
DATA_env_broad_scale	tropical marine upwelling biome [ENVO:01000859]	Aquatic	Marine	
DATA_env_broad_scale	tropical moist broadleaf forest	Terrestrial	Soil	
DATA_env_broad_scale	Tropical moist forest biome	Terrestrial	Soil	
DATA_env_broad_scale	tropical rainforest	Terrestrial	Soil	
DATA_env_broad_scale	Tropical rainforest	Terrestrial	Soil	
DATA_env_broad_scale	tropical shrubland biome	Terrestrial	Soil	
DATA_env_broad_scale	Tropical wet or deciduous forests (including Monsoon forests) or woodlands	Terrestrial	Soil	
DATA_env_broad_scale	tundra	Terrestrial	Soil	
DATA_env_broad_scale	tundra biome	Terrestrial	Soil	
DATA_env_broad_scale	tundra biome [ENVO:01000180]|polar desert biome [ENVO:01000186]	Terrestrial	Soil	
DATA_env_broad_scale	Tupaia_belangeri			
DATA_env_broad_scale	UASB			
DATA_env_broad_scale	UASB Anammox reactor biome	Engineered	Bioreactor	
DATA_env_broad_scale	Underground water [ENVO:00005792]	Aquatic	Deep_subsurface	
DATA_env_broad_scale	underground water biome	Aquatic	Deep_subsurface	
DATA_env_broad_scale	underground water[ENVO:00005792]	Aquatic	Deep_subsurface	
DATA_env_broad_scale	Untreated wastewater	Engineered	Wastewater	
DATA_env_broad_scale	Upflow Anaerobic Sludge Blanket bioreactor treating brewery wastewater	Engineered	Wastewater	
DATA_env_broad_scale	urban			
DATA_env_broad_scale	Urban			
DATA_env_broad_scale	urban biome			
DATA_env_broad_scale	Urban Biome			
DATA_env_broad_scale	urban biome (ENVO:01000249)			
DATA_env_broad_scale	urban biome [ENVO:01000249]			
DATA_env_broad_scale	Urban environment			
DATA_env_broad_scale	Urban lake	Aquatic	Freshwater	
DATA_env_broad_scale	Urban pond	Aquatic	Freshwater	
DATA_env_broad_scale	Urban river	Aquatic	Freshwater	
DATA_env_broad_scale	Ursus_arctos			
DATA_env_broad_scale	vagina			
DATA_env_broad_scale	Vagina			
DATA_env_broad_scale	Vaginal biome			
DATA_env_broad_scale	vaginal sample			
DATA_env_broad_scale	vegetable field			
DATA_env_broad_scale	Vegetarian human fecal microcosm			
DATA_env_broad_scale	village biome			
DATA_env_broad_scale	Vipera_ursinii			
DATA_env_broad_scale	viral mock community			
DATA_env_broad_scale	volcanic arc			
DATA_env_broad_scale	volcanic crater lake [ENVO:00000052]	Aquatic	Freshwater	
DATA_env_broad_scale	Volcanic lake	Aquatic	Freshwater	
DATA_env_broad_scale	volcanic lava tube			
DATA_env_broad_scale	volcano [ENVO:00000247]			
DATA_env_broad_scale	volcano [ENVO:00000247]|sediment [ENVO:00002007]	Aquatic	Sediment	
DATA_env_broad_scale	vole stool		Digestive system	
DATA_env_broad_scale	Vulpes_vulpes			
DATA_env_broad_scale	warm freshwater biome	Aquatic	Freshwater	
DATA_env_broad_scale	warm freshwater sediment biome	Aquatic	Sediment	
DATA_env_broad_scale	warm marine sediment biome	Aquatic	Sediment	
DATA_env_broad_scale	warm marine water biome	Aquatic	Marine	
DATA_env_broad_scale	waste treatment plant	Engineered	Wastewater	
DATA_env_broad_scale	waste water	Engineered	Wastewater	
DATA_env_broad_scale	waste water [ENVO_00002001]	Engineered	Wastewater	
DATA_env_broad_scale	waste water [ENVO:00002001]	Engineered	Wastewater	
DATA_env_broad_scale	waste water [ENVO:00002001]|freshwater lake biome [ENVO:01000252]	Engineered	Wastewater	
DATA_env_broad_scale	waste water treatment plant	Engineered	Wastewater	
DATA_env_broad_scale	Waste water treatment plant	Engineered	Wastewater	
DATA_env_broad_scale	wasteland			
DATA_env_broad_scale	wasterwater treatment plant	Engineered	Wastewater	
DATA_env_broad_scale	wastewater	Engineered	Wastewater	
DATA_env_broad_scale	Wastewater	Engineered	Wastewater	
DATA_env_broad_scale	wastewater - activated sludge	Engineered	Wastewater	
DATA_env_broad_scale	wastewater [ENVO:00002001]	Engineered	Wastewater	
DATA_env_broad_scale	wastewater biofilm	Engineered	Wastewater	yes
DATA_env_broad_scale	wastewater biome	Engineered	Wastewater	
DATA_env_broad_scale	Wastewater biome	Engineered	Wastewater	
DATA_env_broad_scale	Wastewater bioreactor	Engineered	Wastewater	
DATA_env_broad_scale	Wastewater irrigated soil	Engineered	Wastewater	
DATA_env_broad_scale	Wastewater reactor	Engineered	Wastewater	
DATA_env_broad_scale	wastewater sludge	Engineered	Wastewater	
DATA_env_broad_scale	Wastewater Treatment	Engineered	Wastewater	
DATA_env_broad_scale	wastewater treatment plant	Engineered	Wastewater	
DATA_env_broad_scale	Wastewater treatment plant	Engineered	Wastewater	
DATA_env_broad_scale	Wastewater Treatment Plant	Engineered	Wastewater	
DATA_env_broad_scale	Wastewater treatment plant activated sludge	Engineered	Wastewater	
DATA_env_broad_scale	Wastewater treatment plant microbiome	Engineered	Wastewater	
DATA_env_broad_scale	wastewater treatment plants	Engineered	Wastewater	
DATA_env_broad_scale	Wastewater treatment plants	Engineered	Wastewater	
DATA_env_broad_scale	Wastewater_biome_4	Engineered	Wastewater	
DATA_env_broad_scale	Wastewater_biome_5	Engineered	Wastewater	
DATA_env_broad_scale	Wastewater_biome_6	Engineered	Wastewater	
DATA_env_broad_scale	Wastewatertreatmentplant wastewater	Engineered	Wastewater	
DATA_env_broad_scale	water	Aquatic		
DATA_env_broad_scale	Water	Aquatic		
DATA_env_broad_scale	Water based drill cutting	Aquatic		
DATA_env_broad_scale	water biome	Aquatic		
DATA_env_broad_scale	water biome [ENVO:00002006] | mud biome [ENVO:01000001]	Aquatic		
DATA_env_broad_scale	water body	Aquatic		
DATA_env_broad_scale	water column [ENVO:06105011] | lake [ENVO:00000020]	Aquatic	Freshwater	
DATA_env_broad_scale	water column [ENVO:06105011] | saline evaporation pond [ENVO:00000055]	Aquatic	Non-marine_Saline_and_Alkaline	
DATA_env_broad_scale	water column [ENVO:06105011] | sea [ENVO:00000016]	Aquatic	Marine	
DATA_env_broad_scale	water treatment plant	Aquatic		
DATA_env_broad_scale	water well [ENVO:01000002]	Aquatic		
DATA_env_broad_scale	watershed biome	Aquatic		
DATA_env_broad_scale	Westerlies Biome			
DATA_env_broad_scale	western white pine forest	Terrestrial	Soil	
DATA_env_broad_scale	Wet fermentation	Engineered	Food production	
DATA_env_broad_scale	Wetland	Terrestrial	Wetlands	
DATA_env_broad_scale	Wetland [ENVO:00000043]	Terrestrial	Wetlands	
DATA_env_broad_scale	wetland biome	Terrestrial	Wetlands	
DATA_env_broad_scale	wetland ecosystem	Terrestrial	Wetlands	
DATA_env_broad_scale	wetland ecosystem [ENVO:01001209]	Terrestrial	Wetlands	
DATA_env_broad_scale	wheat	Plants-associated		
DATA_env_broad_scale	wheat field	Plants-associated		
DATA_env_broad_scale	White Oak	Plants-associated		
DATA_env_broad_scale	wild			
DATA_env_broad_scale	wildlife park biome			
DATA_env_broad_scale	wine			
DATA_env_broad_scale	wooden pellet			
DATA_env_broad_scale	Woodland	Terrestrial	Soil	
DATA_env_broad_scale	woodland area [ENVO:00000109]	Terrestrial	Soil	
DATA_env_broad_scale	Woodlands	Terrestrial	Soil	
DATA_env_broad_scale	WW_2ndary			
DATA_env_broad_scale	WWTS			
DATA_env_broad_scale	Xeric basin biome			
DATA_env_broad_scale	xeric shrubland biome	Terrestrial		
DATA_env_broad_scale	Yeast isolated from soil	Terrestrial	Soil	
DATA_env_broad_scale	zebrafish gut	Fish-associated	Digestive system	
DATA_env_broad_scale	Zebrafish gut microbiome	Fish-associated	Digestive system	
DATA_env_broad_scale	Zoig wetland-associated	Terrestrial	Wetlands	
DATA_env_broad_scale	zone of skin		Skin	
DATA_env_broad_scale	Zoo			
DATA_env_broad_scale	zoological garden [ENVO:00010625]			
DATA_env_broad_scale	ZSR1			
DATA_env_broad_scale	ZSR2			
DATA_env_broad_scale	ZSR3			
DATA_env_broad_scale	ZSR4			
DATA_env_broad_scale	ZSR5			
DATA_env_broad_scale	ZSR6			
DATA_env_broad_scale	ZSR7			
DATA_env_broad_scale	ZymoBiomics			
DATA_env_broad_scale	Zymobiomics_Mock_DNA			
DATA_env_broad_scale	ZymoMock			
DATA_env_local_scale	Aerosol sediment	Air		
DATA_env_local_scale	air	Air		
DATA_env_local_scale	air_feature	Air		
DATA_env_local_scale	air-lift internal circulation reactor	Air		
DATA_env_local_scale	Airborne Dust	Air		
DATA_env_local_scale	airborne particle	Air		
DATA_env_local_scale	ambient air	Air		
DATA_env_local_scale	contaminated air [ENVO:01000676]	Air		
DATA_env_local_scale	ENVO_00002005	Air		
DATA_env_local_scale	ENVO:01000451	Air		
DATA_env_local_scale	ENVO:01000539	Air		
DATA_env_local_scale	ENVO:01000540	Air		
DATA_env_local_scale	ENVO:01000541	Air		
DATA_env_local_scale	ENVO:01000542	Air		
DATA_env_local_scale	ENVO:01000543	Air		
DATA_env_local_scale	Apis cerana gut	Animal-associated	Digestive system	
DATA_env_local_scale	Apis mellifera gut	Animal-associated	Digestive system	
DATA_env_local_scale	Cloacal swab	Animal-associated	Digestive system	
DATA_env_local_scale	Oral	Animal-associated	Digestive system	
DATA_env_local_scale	Oral mucosa	Animal-associated	Digestive system	
DATA_env_local_scale	oral opening	Animal-associated	Digestive system	
DATA_env_local_scale	oral saliva	Animal-associated	Digestive system	
DATA_env_local_scale	Planktonic feces	Animal-associated	Digestive system	
DATA_env_local_scale	Right floor of mouth	Animal-associated	Digestive system	
DATA_env_local_scale	Right lateral tongue	Animal-associated	Digestive system	
DATA_env_local_scale	Right mandibular gingiva	Animal-associated	Digestive system	
DATA_env_local_scale	Right ventral tongue	Animal-associated	Digestive system	
DATA_env_local_scale	sputum	Animal-associated	Digestive system	
DATA_env_local_scale	Sputum	Animal-associated	Digestive system	
DATA_env_local_scale	tongue	Animal-associated	Digestive system	
DATA_env_local_scale	tongue dorsum	Animal-associated	Digestive system	
DATA_env_local_scale	Tongue dorsum scraping	Animal-associated	Digestive system	
DATA_env_local_scale	UBERON:0000160	Animal-associated	Digestive system	
DATA_env_local_scale	UBERON:0003729	Animal-associated	Digestive system	
DATA_env_local_scale	UBERON:0004786	Animal-associated	Digestive system	
DATA_env_local_scale	UBERON:0004907	Animal-associated	Digestive system	
DATA_env_local_scale	Upper respiratory sample	Animal-associated	Respiratory system	
DATA_env_local_scale	right olecranon skin area	Animal-associated	Skin	
DATA_env_local_scale	right retroauricular crease	Animal-associated	Skin	
DATA_env_local_scale	salamander skin	Animal-associated	Skin	
DATA_env_local_scale	zone of skin	Animal-associated	Skin	
DATA_env_local_scale	environment determined by a biofilm on an animal surface [ENVO:01001034]|mouth environment [ENVO:08000002]	Animal-associated		yes
DATA_env_local_scale	Acropora muricata (in situ)	Animal-associated		
DATA_env_local_scale	Acropora muricata (T0-control A)	Animal-associated		
DATA_env_local_scale	Acropora muricata (T0-control B)	Animal-associated		
DATA_env_local_scale	Acropora muricata (T0-PH A)	Animal-associated		
DATA_env_local_scale	Acropora muricata (T0-pH B)	Animal-associated		
DATA_env_local_scale	Acropora muricata (TF-control B)	Animal-associated		
DATA_env_local_scale	Acropora muricata (TF-pH B)	Animal-associated		
DATA_env_local_scale	animal habitation [ENVO:00005803]	Animal-associated		
DATA_env_local_scale	Animal house	Animal-associated		
DATA_env_local_scale	animal house [ENVO:00003040]	Animal-associated		
DATA_env_local_scale	animal-associated environment	Animal-associated		
DATA_env_local_scale	animal-associated environment (ENVO:01001002)	Animal-associated		
DATA_env_local_scale	animal-associated environment [ENVO:01001002]	Animal-associated		
DATA_env_local_scale	animal-associated habitat	Animal-associated		
DATA_env_local_scale	animal-associatedhabitat	Animal-associated		
DATA_env_local_scale	animalia-associated habitat	Animal-associated		
DATA_env_local_scale	Apiary	Animal-associated		
DATA_env_local_scale	barrier reef	Animal-associated		
DATA_env_local_scale	blood	Animal-associated		
DATA_env_local_scale	Blood microbiome	Animal-associated		
DATA_env_local_scale	cnidarian associated environment	Animal-associated		
DATA_env_local_scale	cold-water coral	Animal-associated		
DATA_env_local_scale	coral	Animal-associated		
DATA_env_local_scale	coral reef	Animal-associated		
DATA_env_local_scale	coral reef [ENVO:00000150]	Animal-associated		
DATA_env_local_scale	coral reef [ENVO:00000150]|land-tied island [ENVO:00000269]|archipelago [ENVO:00000220]	Animal-associated		
DATA_env_local_scale	coral rubble	Animal-associated		
DATA_env_local_scale	Coral Stylophora pistillata	Animal-associated		
DATA_env_local_scale	ENVO_00002047	Animal-associated		
DATA_env_local_scale	ENVO_01000123	Animal-associated		
DATA_env_local_scale	ENVO_01000145	Animal-associated		
DATA_env_local_scale	ENVO_01000147	Animal-associated		
DATA_env_local_scale	ENVO:01000922	Animal-associated		
DATA_env_local_scale	ENVO:01000922 animal cage	Animal-associated		
DATA_env_local_scale	ENVO:01001055	Animal-associated		
DATA_env_local_scale	ENVO:02000022	Animal-associated		
DATA_env_local_scale	ENVO:UBERON:0001088	Animal-associated		
DATA_env_local_scale	epithelium of external nose	Animal-associated		
DATA_env_local_scale	epithelium of rectum	Animal-associated		
DATA_env_local_scale	epithelium of vagina	Animal-associated		
DATA_env_local_scale	excreta	Animal-associated		
DATA_env_local_scale	excreta [ENVO:02000022]	Animal-associated		
DATA_env_local_scale	excreta material [ENVO:02000022]	Animal-associated		
DATA_env_local_scale	Eyelid	Animal-associated		
DATA_env_local_scale	female ferret, 4 months old	Animal-associated		
DATA_env_local_scale	female gonad	Animal-associated		
DATA_env_local_scale	Female reproductive tract	Animal-associated		
DATA_env_local_scale	fetal membranes	Animal-associated		
DATA_env_local_scale	foot	Animal-associated		
DATA_env_local_scale	Foot	Animal-associated		
DATA_env_local_scale	heart	Animal-associated		
DATA_env_local_scale	ILEAL	Animal-associated		
DATA_env_local_scale	Ileostoma	Animal-associated		
DATA_env_local_scale	ileostomy	Animal-associated		
DATA_env_local_scale	Ileum	Animal-associated		
DATA_env_local_scale	ILEUM	Animal-associated		
DATA_env_local_scale	ileum	Animal-associated		
DATA_env_local_scale	Involved mucosa	Animal-associated		
DATA_env_local_scale	Livestock associated habitat	Animal-associated		
DATA_env_local_scale	Livestock-associated habitat	Animal-associated		
DATA_env_local_scale	livestock-associated habitat	Animal-associated		
DATA_env_local_scale	lumen of vagina	Animal-associated		
DATA_env_local_scale	Male	Animal-associated		
DATA_env_local_scale	male ferret, 1.5 years old	Animal-associated		
DATA_env_local_scale	male ferret, 6.3 years old	Animal-associated		
DATA_env_local_scale	marine coral reef biome	Animal-associated		
DATA_env_local_scale	marine coral reef buttress zone	Animal-associated		
DATA_env_local_scale	marine coral reef flat zone	Animal-associated		
DATA_env_local_scale	marine reef	Animal-associated		
DATA_env_local_scale	marine sponge reef	Animal-associated		
DATA_env_local_scale	marine sponge reef biome	Animal-associated		
DATA_env_local_scale	Mid vagina	Animal-associated		
DATA_env_local_scale	Mid Vagina	Animal-associated		
DATA_env_local_scale	mouth	Animal-associated		
DATA_env_local_scale	mouth environment [ENVO:08000002]	Animal-associated		
DATA_env_local_scale	mouth environment[ENVO_08000002]	Animal-associated		
DATA_env_local_scale	mucosa of vagina	Animal-associated		
DATA_env_local_scale	Nasal	Animal-associated		
DATA_env_local_scale	Nasopharyngeal or oropharyngeal swabs	Animal-associated		
DATA_env_local_scale	Nose	Animal-associated		
DATA_env_local_scale	Ocular surface microbiome	Animal-associated		
DATA_env_local_scale	oral | gut | vaginal	Animal-associated		
DATA_env_local_scale	Oropharyngeal	Animal-associated		
DATA_env_local_scale	pancreatic tissue	Animal-associated		
DATA_env_local_scale	Permanent molars	Animal-associated		
DATA_env_local_scale	pleural effusion material [ENVO:02000033]	Animal-associated		
DATA_env_local_scale	Pocillopora damicornis (T0-control B)	Animal-associated		
DATA_env_local_scale	Pocillopora damicornis (TF-control A)	Animal-associated		
DATA_env_local_scale	Pocillopora damicornis (TF-control B)	Animal-associated		
DATA_env_local_scale	Pocillopora damicornis (TF-pH A)	Animal-associated		
DATA_env_local_scale	Reef	Animal-associated		
DATA_env_local_scale	Right retromolar trigone	Animal-associated		
DATA_env_local_scale	Secreted by the parotid, submaxillary, and sublingual glands	Animal-associated		
DATA_env_local_scale	Seriatopora hysyrix (TF-control B)	Animal-associated		
DATA_env_local_scale	Seriatopora hysyrix (TF-pH B)	Animal-associated		
DATA_env_local_scale	Spinal	Animal-associated		
DATA_env_local_scale	spleen	Animal-associated		
DATA_env_local_scale	sponge tissue	Animal-associated		
DATA_env_local_scale	sponge-associated	Animal-associated		
DATA_env_local_scale	the renal pelvis	Animal-associated		
DATA_env_local_scale	UBERON:0000174|PO:0009007|ENVO:00003869	Animal-associated		
DATA_env_local_scale	UBERON:0000174|PO:0009007|ENVO:00003869|ENVO:2000007	Animal-associated		
DATA_env_local_scale	UBERON:0000479	Animal-associated		
DATA_env_local_scale	Uninvolved mesenteric adipose tissue	Animal-associated		
DATA_env_local_scale	Uninvolved mucosa	Animal-associated		
DATA_env_local_scale	urine	Animal-associated		
DATA_env_local_scale	Urine	Animal-associated		
DATA_env_local_scale	vagina	Animal-associated		
DATA_env_local_scale	Vagina	Animal-associated		
DATA_env_local_scale	vagina [UBERON:0000996]	Animal-associated		
DATA_env_local_scale	Vaginal	Animal-associated		
DATA_env_local_scale	Vaginal Epithelium	Animal-associated		
DATA_env_local_scale	vaginal microbiome	Animal-associated		
DATA_env_local_scale	vaginal_environment	Animal-associated		
DATA_env_local_scale	wild animal	Animal-associated		
DATA_env_local_scale	Alberta groundwater	Aquatic	Deep_subsurface	
DATA_env_local_scale	aquifer	Aquatic	Deep_subsurface	
DATA_env_local_scale	cold seep	Aquatic	Deep_subsurface	
DATA_env_local_scale	Cold seep	Aquatic	Deep_subsurface	
DATA_env_local_scale	cold seep [ENVO:01000263]	Aquatic	Deep_subsurface	
DATA_env_local_scale	cold seep [ENVO:01000263] | marine cold seep biome [ENVO:01000127]	Aquatic	Deep_subsurface	
DATA_env_local_scale	continental shelf	Aquatic	Deep_subsurface	
DATA_env_local_scale	Continental Shelf	Aquatic	Deep_subsurface	
DATA_env_local_scale	deep subsurface	Aquatic	Deep_subsurface	
DATA_env_local_scale	ENVO:01001004	Aquatic	Deep_subsurface	
DATA_env_local_scale	ENVO:01001870	Aquatic	Deep_subsurface	
DATA_env_local_scale	Fracture water	Aquatic	Deep_subsurface	
DATA_env_local_scale	ground water	Aquatic	Deep_subsurface	
DATA_env_local_scale	groundwater	Aquatic	Deep_subsurface	
DATA_env_local_scale	Groundwater	Aquatic	Deep_subsurface	
DATA_env_local_scale	Groundwater biome [ENVO:01001004]	Aquatic	Deep_subsurface	
DATA_env_local_scale	groundwater[ENVO:01001004]	Aquatic	Deep_subsurface	
DATA_env_local_scale	groundwater|volcanic eiffel	Aquatic	Deep_subsurface	
DATA_env_local_scale	hydrocarbon seep	Aquatic	Deep_subsurface	
DATA_env_local_scale	hydrocarbon seepage	Aquatic	Deep_subsurface	
DATA_env_local_scale	limestone aquifers	Aquatic	Deep_subsurface	
DATA_env_local_scale	marine methane seep	Aquatic	Deep_subsurface	
DATA_env_local_scale	methane seep	Aquatic	Deep_subsurface	
DATA_env_local_scale	Methane Seep	Aquatic	Deep_subsurface	
DATA_env_local_scale	oil	Aquatic	Deep_subsurface	
DATA_env_local_scale	oil contaminated	Aquatic	Deep_subsurface	
DATA_env_local_scale	Oil drilling waste basin	Aquatic	Deep_subsurface	
DATA_env_local_scale	oil field production water [ENVO:00002194]	Aquatic	Deep_subsurface	
DATA_env_local_scale	Oil Reservior	Aquatic	Deep_subsurface	
DATA_env_local_scale	oil reservoir	Aquatic	Deep_subsurface	
DATA_env_local_scale	oil seep [ENVO:00002063]	Aquatic	Deep_subsurface	
DATA_env_local_scale	oil spill	Aquatic	Deep_subsurface	
DATA_env_local_scale	oil well	Aquatic	Deep_subsurface	
DATA_env_local_scale	seep	Aquatic	Deep_subsurface	
DATA_env_local_scale	shale formation	Aquatic	Deep_subsurface	
DATA_env_local_scale	shale-hosted aquifer	Aquatic	Deep_subsurface	
DATA_env_local_scale	Skarv hydrocarbon field 369 m depth	Aquatic	Deep_subsurface	
DATA_env_local_scale	subseafloor aquifer	Aquatic	Deep_subsurface	
DATA_env_local_scale	Subsurface	Aquatic	Deep_subsurface	
DATA_env_local_scale	subsurface aquifer	Aquatic	Deep_subsurface	
DATA_env_local_scale	Aerobic benthic mats from Lake Untersee	Aquatic	Freshwater	yes
DATA_env_local_scale	rain | subsurface biofilm	Aquatic	Freshwater	yes
DATA_env_local_scale	rain | surface biofilm	Aquatic	Freshwater	yes
DATA_env_local_scale	[ENVO_00002131]|epilimnion	Aquatic	Freshwater	
DATA_env_local_scale	alpine glacier	Aquatic	Freshwater	
DATA_env_local_scale	alpine sky island	Aquatic	Freshwater	
DATA_env_local_scale	Amazon River	Aquatic	Freshwater	
DATA_env_local_scale	Amazon River Plume	Aquatic	Freshwater	
DATA_env_local_scale	Amazon River water	Aquatic	Freshwater	
DATA_env_local_scale	benthic	Aquatic	Freshwater	
DATA_env_local_scale	benthic on Phragmites south of canal	Aquatic	Freshwater	
DATA_env_local_scale	benthos	Aquatic	Freshwater	
DATA_env_local_scale	caldera lake [ENVO:01001061]	Aquatic	Freshwater	
DATA_env_local_scale	canal	Aquatic	Freshwater	
DATA_env_local_scale	Castaic Lake (Reservoir)	Aquatic	Freshwater	
DATA_env_local_scale	coastal river	Aquatic	Freshwater	
DATA_env_local_scale	coastal shelf | benthic	Aquatic	Freshwater	
DATA_env_local_scale	drainage basin [ENVO:00000291] | icemelt [ENVO:01000721] | shoreline [ENVO:00000486] | snowmelt [ENVO:01000719]	Aquatic	Freshwater	
DATA_env_local_scale	drainage basin [ENVO:00000291] | icemelt [ENVO:01000721] | snowmelt [ENVO:01000719]	Aquatic	Freshwater	
DATA_env_local_scale	drinking water	Aquatic	Freshwater	
DATA_env_local_scale	Drinking water distribution system	Aquatic	Freshwater	
DATA_env_local_scale	drinking water distribution system	Aquatic	Freshwater	
DATA_env_local_scale	drinking water reservoir	Aquatic	Freshwater	
DATA_env_local_scale	ENVO_00000020	Aquatic	Freshwater	
DATA_env_local_scale	ENVO_00000023	Aquatic	Freshwater	
DATA_env_local_scale	ENVO_00000887	Aquatic	Freshwater	
DATA_env_local_scale	ENVO_01001503	Aquatic	Freshwater	
DATA_env_local_scale	Envo:00000020	Aquatic	Freshwater	
DATA_env_local_scale	ENVO:00000133	Aquatic	Freshwater	
DATA_env_local_scale	ENVO:00000245	Aquatic	Freshwater	
DATA_env_local_scale	ENVO:00000383	Aquatic	Freshwater	
DATA_env_local_scale	ENVO:00000873	Aquatic	Freshwater	
DATA_env_local_scale	ENVO:00000892	Aquatic	Freshwater	
DATA_env_local_scale	ENVO:00002198	Aquatic	Freshwater	
DATA_env_local_scale	ENVO:00003096	Aquatic	Freshwater	
DATA_env_local_scale	ENVO:01000286	Aquatic	Freshwater	
DATA_env_local_scale	ENVO:01000306	Aquatic	Freshwater	
DATA_env_local_scale	ENVO:01000598	Aquatic	Freshwater	
DATA_env_local_scale	ENVO:river	Aquatic	Freshwater	
DATA_env_local_scale	epilimnion	Aquatic	Freshwater	
DATA_env_local_scale	Epilimnion	Aquatic	Freshwater	
DATA_env_local_scale	euphotic	Aquatic	Freshwater	
DATA_env_local_scale	eutrophic lake	Aquatic	Freshwater	
DATA_env_local_scale	eutrophic lake [ENVO:01000548]|hypereutrophic lake [ENVO:01001019]|urban pollution [ENVO:02500044]|algal bloom [ENVO:2000004]|freshwater algal bloom [ENVO:2000005]|Cyanobacteria/Melainabacteria group [NCBITaxon:1798711]|microbial community [PCO:1000004]	Aquatic	Freshwater	
